"","TIMESTAMP","BP_mbar_Avg","RH_Avg","AirTC_Avg","Rain_mm_Tot"
"53",2022-01-02 02:00:00,995.9015,73.32888,27.62778,0
"54",2022-01-02 02:30:00,995.8118,74.39111,27.52666,0
"55",2022-01-02 03:00:00,995.4472,73.0489,27.42888,0
"56",2022-01-02 03:30:00,995.4182,72.25115,27.41777,0
"57",2022-01-02 04:00:00,995.4991,72.06226,27.46223,0
"58",2022-01-02 04:30:00,995.5151,71.09888,27.40999,0
"59",2022-01-02 05:00:00,995.7352,73.1411,27.26667,0
"60",2022-01-02 05:30:00,996.1049,74.71219,27.4711,0
"61",2022-01-02 06:00:00,996.4312,72.88554,27.65001,0
"62",2022-01-02 06:30:00,996.9019,72.74556,27.37888,0
"63",2022-01-02 07:00:00,997.0997,69.12333,28.57222,0
"64",2022-01-02 07:30:00,997.2715,67.98331,29.57779,0
"65",2022-01-02 08:00:00,997.6519,69.08332,29.93778,0
"66",2022-01-02 08:30:00,997.8027,73.39333,29.38223,0
"67",2022-01-02 09:00:00,997.7015,75.85334,29.34999,0
"68",2022-01-02 09:30:00,997.6865,76.16891,29.79888,0
"69",2022-01-02 10:00:00,997.4789,76.76332,29.71446,0
"70",2022-01-02 10:30:00,997.3309,76.87442,29.86,0
"71",2022-01-02 11:00:00,997.1172,76.78891,29.86891,0
"72",2022-01-02 11:30:00,996.7976,75.29777,30.35222,0
"73",2022-01-02 12:00:00,996.5217,75.57776,30.40332,0
"74",2022-01-02 12:30:00,996.2043,77.35997,30.33111,0
"75",2022-01-02 13:00:00,995.9172,73.11444,30.58445,0
"76",2022-01-02 13:30:00,995.4467,74.87224,30.40889,0
"77",2022-01-02 14:00:00,995.1157,77.55556,29.79889,3.519
"78",2022-01-02 14:30:00,994.3445,78.09776,29.86556,0
"79",2022-01-02 15:00:00,993.7883,76.77,31.08777,0
"80",2022-01-02 15:30:00,993.2484,77.36001,31.56445,0
"81",2022-01-02 16:00:00,992.8781,75.41333,31.75667,0
"82",2022-01-02 16:30:00,992.7084,79.17332,31.38445,0
"83",2022-01-02 17:00:00,992.8986,80.58668,31.18444,0
"84",2022-01-02 17:30:00,992.9395,79.71445,30.85111,0
"85",2022-01-02 18:00:00,992.8417,84.30666,30.08114,0
"86",2022-01-02 18:30:00,993.1775,87.11777,29.39113,0
"87",2022-01-02 19:00:00,993.4361,88.26443,28.86887,0
"88",2022-01-02 19:30:00,993.4699,88.18109,28.51446,0
"89",2022-01-02 20:00:00,993.6192,84.56891,29.06334,0
"90",2022-01-02 20:30:00,993.8199,81.98113,29.15222,0
"91",2022-01-02 21:00:00,994.336,80.95561,29.29224,0
"92",2022-01-02 21:30:00,994.464,83.59999,28.78336,0
"93",2022-01-02 22:00:00,994.4953,81.03556,28.69999,0
"94",2022-01-02 22:30:00,994.8412,80.87891,29.25778,0
"95",2022-01-02 23:00:00,994.9456,80.57442,29.2322,0
"96",2022-01-02 23:30:00,994.7884,69.87888,30.18554,0
"97",2022-01-03 00:00:00,994.6925,68.70222,30.3611,0
"98",2022-01-03 00:30:00,994.3154,65.34777,30.70222,0
"99",2022-01-03 01:00:00,993.8878,65.15775,30.65889,0
"100",2022-01-03 01:30:00,993.4398,67.12781,30.2289,0
"101",2022-01-03 02:00:00,993.0744,68.52333,30.04888,0
"102",2022-01-03 02:30:00,992.6853,69.11,30.01776,0
"103",2022-01-03 03:00:00,992.0225,70.61557,29.70333,0
"104",2022-01-03 03:30:00,992.1423,72.06665,29.48445,0
"105",2022-01-03 04:00:00,992.4872,71.34776,29.68,0
"106",2022-01-03 04:30:00,992.8773,70.32114,29.84666,0
"107",2022-01-03 05:00:00,993.8222,66.61776,30.55333,0
"108",2022-01-03 05:30:00,994.3205,58.6678,30.71778,0.0345
"109",2022-01-03 06:00:00,993.8479,52.28112,30.7911,0
"110",2022-01-03 06:30:00,994.1771,60.08448,29.32888,0
"111",2022-01-03 07:00:00,994.5924,62.32889,28.86333,0.046
"112",2022-01-03 07:30:00,994.879,61.12775,28.75333,0.1495
"113",2022-01-03 08:00:00,995.1683,61.76776,28.55,0.0345
"114",2022-01-03 08:30:00,996.2715,77.79779,26.77332,0.0115
"115",2022-01-03 09:00:00,996.6316,81.17664,26.39889,0.0115
"116",2022-01-03 09:30:00,996.4378,82.17003,26.79667,0
"117",2022-01-03 10:00:00,996.0803,82.50996,27.22778,0
"118",2022-01-03 10:30:00,995.8403,81.90221,27.75222,0
"119",2022-01-03 11:00:00,995.5463,81.83116,28.06887,0
"120",2022-01-03 11:30:00,995.2125,80.01888,28.31444,0
"121",2022-01-03 12:00:00,994.9169,78.98778,28.86001,0
"122",2022-01-03 12:30:00,994.6044,80.76777,28.58778,0
"123",2022-01-03 13:00:00,994.1476,81.05668,28.56,0
"124",2022-01-03 13:30:00,993.5338,82.14225,28.61888,0
"125",2022-01-03 14:00:00,992.8741,79.71779,29.21,0
"126",2022-01-03 14:30:00,992.306,80.6711,29.56443,0
"127",2022-01-03 15:00:00,992.1569,81.97556,29.55445,0
"128",2022-01-03 15:30:00,991.8735,79.3411,30.08555,0
"129",2022-01-03 16:00:00,991.6894,78.8633,30.45445,0
"130",2022-01-03 16:30:00,991.4824,80.53111,30.66778,0
"131",2022-01-03 17:00:00,991.4114,78.18108,30.90223,0
"132",2022-01-03 17:30:00,991.2403,77.93114,31.01224,0
"133",2022-01-03 18:00:00,991.3354,82.27561,30.53554,0
"134",2022-01-03 18:30:00,991.2325,84.68224,29.79556,0
"135",2022-01-03 19:00:00,991.5339,81.92334,28.83221,0
"136",2022-01-03 19:30:00,992.1842,74.18889,28.94999,0
"137",2022-01-03 20:00:00,992.5408,68.99111,29.31556,0
"138",2022-01-03 20:30:00,993.1859,67.0911,29.60889,0
"139",2022-01-03 21:00:00,993.3769,71.56223,29.49778,0
"140",2022-01-03 21:30:00,993.6829,71.62225,29.30445,0
"141",2022-01-03 22:00:00,994.0232,70.4589,29.16444,0
"142",2022-01-03 22:30:00,995.3049,78.87779,28.30223,0
"143",2022-01-03 23:00:00,995.7385,87.38893,26.94888,0
"144",2022-01-03 23:30:00,994.8807,86.03003,27.02331,0
"145",2022-01-04 00:00:00,994.1718,87.84001,26.83445,0
"146",2022-01-04 00:30:00,993.8109,86.51888,27.01887,0
"147",2022-01-04 01:00:00,994.0391,86.42889,26.83224,0
"148",2022-01-04 01:30:00,993.9307,84.65782,27.07112,0
"149",2022-01-04 02:00:00,993.7019,83.26111,27.13444,0
"150",2022-01-04 02:30:00,993.5354,82.60219,27.17667,3.5305
"151",2022-01-04 03:00:00,992.9436,87.39113,26.54779,0.425499885
"152",2022-01-04 03:30:00,991.9833,88.82776,26.21667,0
"153",2022-01-04 04:00:00,992.0367,74.95667,28.83557,0
"154",2022-01-04 04:30:00,993.0001,79.05446,28.24,0
"155",2022-01-04 05:00:00,993.2848,79.92777,27.8689,0
"156",2022-01-04 05:30:00,993.421,78.39447,28.04999,0
"157",2022-01-04 06:00:00,993.8945,81.9511,27.56446,0
"158",2022-01-04 06:30:00,994.2593,86.14221,27.26112,0
"159",2022-01-04 07:00:00,994.3977,84.96666,27.31779,0
"160",2022-01-04 07:30:00,994.5187,84.30783,27.6522,0
"161",2022-01-04 08:00:00,994.7526,86.33558,27.83222,0
"162",2022-01-04 08:30:00,994.7546,85.26226,28.09778,0
"163",2022-01-04 09:00:00,994.8489,81.39223,29.23779,0
"164",2022-01-04 09:30:00,994.8944,77.90331,29.83666,0
"165",2022-01-04 10:00:00,994.9644,77.27999,30.30443,0
"166",2022-01-04 10:30:00,995.0371,79.64334,29.56113,0
"167",2022-01-04 11:00:00,995.1188,74.57445,30.41666,0
"168",2022-01-04 11:30:00,994.9779,76.44444,30.42112,0
"169",2022-01-04 12:00:00,994.6835,75.11781,30.23111,0
"170",2022-01-04 12:30:00,994.3811,72.13224,30.70334,0
"171",2022-01-04 13:00:00,994.0952,72.6411,30.72888,0
"172",2022-01-04 13:30:00,993.7988,73.70778,30.88446,0
"173",2022-01-04 14:00:00,993.6055,75.19665,30.8011,0
"174",2022-01-04 14:30:00,993.1854,72.09111,31.25667,0
"175",2022-01-04 15:00:00,993.2587,72.17556,31.10446,0
"176",2022-01-04 15:30:00,993.0543,76.75442,30.99111,0
"177",2022-01-04 16:00:00,992.3158,74.76668,31.84778,0
"178",2022-01-04 16:30:00,991.7357,74.09776,32.16889,0
"179",2022-01-04 17:00:00,991.6218,78.02889,31.35558,0
"180",2022-01-04 17:30:00,992.0107,73.99111,30.81222,0
"181",2022-01-04 18:00:00,992.5925,77.26886,29.76336,0
"182",2022-01-04 18:30:00,992.841,76.08558,28.90889,0
"183",2022-01-04 19:00:00,993.1608,67.73888,28.83889,0
"184",2022-01-04 19:30:00,993.2894,64.16001,28.87444,0
"185",2022-01-04 20:00:00,993.4592,60.92112,28.94333,0
"186",2022-01-04 20:30:00,993.4766,58.44668,28.95668,0
"187",2022-01-04 21:00:00,993.3266,55.57443,29.03,0
"188",2022-01-04 21:30:00,993.2917,56.03667,28.86001,0
"189",2022-01-04 22:00:00,993.6137,53.36,29.36555,0
"190",2022-01-04 22:30:00,993.8624,50.70667,29.12333,0
"191",2022-01-04 23:00:00,993.9864,51.07998,29.59333,0
"192",2022-01-04 23:30:00,993.9587,43.89,29.99112,0
"193",2022-01-05 00:00:00,993.7733,45.40336,29.70665,0
"194",2022-01-05 00:30:00,993.4505,48.73,29.28111,0
"195",2022-01-05 01:00:00,993.1734,51.54001,28.66888,0
"196",2022-01-05 01:30:00,993.0545,54.66223,29.15333,0
"197",2022-01-05 02:00:00,992.7,55.30666,29.27779,0
"198",2022-01-05 02:30:00,992.6082,56.80444,29.10667,0
"199",2022-01-05 03:00:00,992.3724,56.67332,29.14999,0
"200",2022-01-05 03:30:00,992.255,52.39998,29.21333,0
"201",2022-01-05 04:00:00,992.2865,51.87998,29.15333,0
"202",2022-01-05 04:30:00,992.2428,48.24,29.94666,0
"203",2022-01-05 05:00:00,992.3817,46.73445,29.4411,0
"204",2022-01-05 05:30:00,992.7184,49.31889,29.08,0
"205",2022-01-05 06:00:00,992.9155,53.72998,28.63556,0
"206",2022-01-05 06:30:00,993.1833,58.61223,28.48555,0
"207",2022-01-05 07:00:00,993.6098,62.46777,28.33556,0
"208",2022-01-05 07:30:00,993.9378,68.43556,28.34444,0
"209",2022-01-05 08:00:00,994.0064,65.12554,28.03444,0
"210",2022-01-05 08:30:00,994.1676,64.23334,28.3711,0
"211",2022-01-05 09:00:00,994.4322,62.12444,30.41555,0
"212",2022-01-05 09:30:00,994.5888,61.33444,31.93111,0
"213",2022-01-05 10:00:00,994.4033,66.66554,31.78333,0
"214",2022-01-05 10:30:00,994.2543,66.89444,31.12222,0
"215",2022-01-05 11:00:00,994.1368,64.78665,31.15666,0
"216",2022-01-05 11:30:00,993.8506,64.70557,30.99888,0
"217",2022-01-05 12:00:00,993.7849,64.6222,30.75332,0
"218",2022-01-05 12:30:00,993.4544,64.08999,31.10666,0
"219",2022-01-05 13:00:00,993.0656,63.06444,31.28889,0
"220",2022-01-05 13:30:00,992.5822,60.20555,31.64112,0
"221",2022-01-05 14:00:00,992.3718,60.49997,31.69001,0
"222",2022-01-05 14:30:00,992.085,66.24333,31.42888,0
"223",2022-01-05 15:00:00,991.8514,61.12557,31.90224,0
"224",2022-01-05 15:30:00,991.684,55.6722,32.57776,0
"225",2022-01-05 16:00:00,991.4913,59.8111,32.22999,0
"226",2022-01-05 16:30:00,991.4001,61.15109,32.33,0
"227",2022-01-05 17:00:00,991.4314,68.42223,31.89777,0
"228",2022-01-05 17:30:00,991.7516,72.14444,31.49223,0
"229",2022-01-05 18:00:00,992.0618,78.52221,30.70111,0
"230",2022-01-05 18:30:00,992.5452,81.80444,29.89111,0
"231",2022-01-05 19:00:00,993.022,81.45556,29.21222,0
"232",2022-01-05 19:30:00,993.4368,80.21663,29.40889,0
"233",2022-01-05 20:00:00,993.7187,78.62996,29.49109,0
"234",2022-01-05 20:30:00,993.9607,77.83333,29.25111,0
"235",2022-01-05 21:00:00,994.4953,76.92336,29.00555,0
"236",2022-01-05 21:30:00,994.9168,78.66223,29.15776,0
"237",2022-01-05 22:00:00,995.0647,80.32218,28.71111,0.092
"238",2022-01-05 22:30:00,995.3007,79.65666,28.61001,0
"239",2022-01-05 23:00:00,995.1054,79.35668,28.62556,0
"240",2022-01-05 23:30:00,994.5948,78.69334,28.06999,0
"241",2022-01-06 00:00:00,994.2336,76.61667,28.23666,0
"242",2022-01-06 00:30:00,994.0942,75.89999,28.84779,0
"243",2022-01-06 01:00:00,993.8451,77.40663,28.72554,0
"244",2022-01-06 01:30:00,993.2088,79.63663,28.76445,0
"245",2022-01-06 02:00:00,992.7082,77.69332,28.45001,0
"246",2022-01-06 02:30:00,992.0618,65.73554,29.07999,0
"247",2022-01-06 03:00:00,992.106,78.17444,28.66889,0
"248",2022-01-06 03:30:00,991.9729,79.61001,28.28111,0
"249",2022-01-06 04:00:00,991.9665,75.69332,28.73888,0
"250",2022-01-06 04:30:00,992.2613,73.96333,28.56333,0
"251",2022-01-06 05:00:00,992.6028,71.44665,28.73445,0
"252",2022-01-06 05:30:00,993.0014,74.40448,27.93222,0
"253",2022-01-06 06:00:00,993.2975,73.43334,28.63667,0
"254",2022-01-06 06:30:00,993.6993,70.80555,28.83225,0
"255",2022-01-06 07:00:00,994.2758,70.18446,28.78887,0
"256",2022-01-06 07:30:00,994.7217,74.03333,28.69443,0
"257",2022-01-06 08:00:00,995.1075,77.1689,29.0622,0
"258",2022-01-06 08:30:00,995.341,77.67333,29.87778,0
"259",2022-01-06 09:00:00,995.4769,76.62777,30.56001,0
"260",2022-01-06 09:30:00,995.5511,80.40667,29.69667,0
"261",2022-01-06 10:00:00,995.7295,80.44668,29.69887,0
"262",2022-01-06 10:30:00,995.9635,79.72441,29.91558,0
"263",2022-01-06 11:00:00,995.7584,79.00334,30.06556,0
"264",2022-01-06 11:30:00,995.7486,78.83219,30.10001,0
"265",2022-01-06 12:00:00,995.5499,76.53885,30.77222,0
"266",2022-01-06 12:30:00,995.2023,74.01445,31.04223,0
"267",2022-01-06 13:00:00,994.9808,72.90555,31.05002,0
"268",2022-01-06 13:30:00,994.5796,69.68668,31.23667,0
"269",2022-01-06 14:00:00,994.29,65.55553,31.39445,0
"270",2022-01-06 14:30:00,993.8618,67.1833,31.73221,0
"271",2022-01-06 15:00:00,993.4943,67.59,32.06001,0
"272",2022-01-06 15:30:00,993.2296,70.48334,32.07553,0
"273",2022-01-06 16:00:00,993.251,75.57779,31.24555,0
"274",2022-01-06 16:30:00,993.1499,71.28001,28.92222,0.459999885
"275",2022-01-06 17:00:00,993.0163,73.42665,28.21444,0
"276",2022-01-06 17:30:00,993.1221,82.13892,27.30111,0
"277",2022-01-06 18:00:00,993.4222,80.7211,28.12001,0
"278",2022-01-06 18:30:00,993.8145,79.40447,28.13,0
"279",2022-01-06 19:00:00,994.3616,72.12667,28.42667,0
"280",2022-01-06 19:30:00,994.7126,71.9889,28.74999,0
"281",2022-01-06 20:00:00,995.237,74.15555,28.78667,0
"282",2022-01-06 20:30:00,995.4401,74.08222,28.95112,0
"283",2022-01-06 21:00:00,995.6243,72.93223,29.19668,0
"284",2022-01-06 21:30:00,995.9681,73.75333,29.26111,0
"285",2022-01-06 22:00:00,996.3216,74.86219,29.20111,0
"286",2022-01-06 22:30:00,996.4001,76.54886,29.01889,0
"287",2022-01-06 23:00:00,996.498,72.74778,29.81555,0
"288",2022-01-06 23:30:00,996.4474,75.50107,28.92446,0
"289",2022-01-07 00:00:00,996.1044,75.80221,28.91111,0
"290",2022-01-07 00:30:00,995.5345,78.15556,28.61779,0
"291",2022-01-07 01:00:00,995.1694,81.15889,28.75222,0
"292",2022-01-07 01:30:00,994.7382,83.20558,28.83445,0
"293",2022-01-07 02:00:00,994.2791,84.87777,28.45221,0
"294",2022-01-07 02:30:00,993.8596,86.32115,28.02445,0
"295",2022-01-07 03:00:00,993.8499,83.66775,27.93889,0
"296",2022-01-07 03:30:00,993.8847,74.99887,28.49222,0
"297",2022-01-07 04:00:00,994.1792,79.0978,28.2389,0
"298",2022-01-07 04:30:00,994.4109,80.59889,27.75223,0
"299",2022-01-07 05:00:00,994.426,77.10111,27.98779,0
"300",2022-01-07 05:30:00,994.5029,72.9811,27.63,0
"301",2022-01-07 06:00:00,995.0724,71.65003,27.66333,0
"302",2022-01-07 06:30:00,995.4844,69.89891,28.08445,0
"303",2022-01-07 07:00:00,996.0172,69.95223,28.85222,0
"304",2022-01-07 07:30:00,996.4442,66.16998,30.6478,0
"305",2022-01-07 08:00:00,996.7136,69.89002,30.24667,0
"306",2022-01-07 08:30:00,997.1397,69.89667,30.52666,0
"307",2022-01-07 09:00:00,997.4454,71.5789,30.13776,0
"308",2022-01-07 09:30:00,997.4209,66.92221,30.77555,0
"309",2022-01-07 10:00:00,997.0916,62.21442,31.24556,0
"310",2022-01-07 10:30:00,996.8477,65.43889,30.85334,0
"311",2022-01-07 11:00:00,996.8058,68.58889,30.17888,0
"312",2022-01-07 11:30:00,996.6147,64.08333,30.96889,0
"313",2022-01-07 12:00:00,996.3571,60.27443,31.45667,0
"314",2022-01-07 12:30:00,996.2058,58.92661,31.58333,0
"315",2022-01-07 13:00:00,996.0799,56.8467,31.67888,0
"316",2022-01-07 13:30:00,995.6342,56.86001,31.78445,0
"317",2022-01-07 14:00:00,995.1385,56.47221,32.09777,0
"318",2022-01-07 14:30:00,994.8549,63.05777,31.82222,0
"319",2022-01-07 15:00:00,994.6859,71.61335,31.65888,0
"320",2022-01-07 15:30:00,994.3503,72.95333,31.52112,0
"321",2022-01-07 16:00:00,993.9597,76.50667,30.84,0
"322",2022-01-07 16:30:00,993.8215,76.70439,30.82334,0
"323",2022-01-07 17:00:00,994.0322,78.38556,30.58666,0
"324",2022-01-07 17:30:00,994.1315,79.61665,30.26999,0
"325",2022-01-07 18:00:00,994.3437,79.41441,29.95333,0
"326",2022-01-07 18:30:00,994.5646,82.21554,28.99445,0
"327",2022-01-07 19:00:00,994.7723,78.96222,28.38888,0
"328",2022-01-07 19:30:00,995.1366,83.26889,28.2511,0
"329",2022-01-07 20:00:00,995.3203,81.02441,27.95113,0
"330",2022-01-07 20:30:00,995.8692,79.7922,28.26222,0
"331",2022-01-07 21:00:00,996.1978,78.87778,27.89555,0
"332",2022-01-07 21:30:00,996.6814,76.22554,28.40112,0
"333",2022-01-07 22:00:00,996.9619,77.50887,28.37446,0
"334",2022-01-07 22:30:00,997.1529,77.84112,27.99555,0
"335",2022-01-07 23:00:00,997.1049,79.14891,27.92669,0
"336",2022-01-07 23:30:00,996.8745,80.67554,27.74666,0
"337",2022-01-08 00:00:00,996.7146,82.52999,27.42002,0
"338",2022-01-08 00:30:00,996.4402,78.42223,27.58223,0
"339",2022-01-08 01:00:00,996.2459,75.08668,27.82669,0
"340",2022-01-08 01:30:00,996.0062,75.34997,27.61555,0
"341",2022-01-08 02:00:00,995.9072,79.06667,26.9789,0
"342",2022-01-08 02:30:00,995.8772,76.49781,27.25,0
"343",2022-01-08 03:00:00,995.6697,76.52,27.34556,0
"344",2022-01-08 03:30:00,995.5907,77.59556,27.13777,0
"345",2022-01-08 04:00:00,995.4147,78.50888,27.1611,0
"346",2022-01-08 04:30:00,995.3582,78.12558,26.94555,0
"347",2022-01-08 05:00:00,995.6766,79.43333,27.03333,0
"348",2022-01-08 05:30:00,995.9016,75.75001,27.66002,0
"349",2022-01-08 06:00:00,996.2144,76.98888,27.48445,0
"350",2022-01-08 06:30:00,996.5168,78.69776,26.99223,0
"351",2022-01-08 07:00:00,996.8095,76.61442,27.69999,0
"352",2022-01-08 07:30:00,997.0596,74.67332,29.1611,0
"353",2022-01-08 08:00:00,997.194,78.41557,29.61558,0
"354",2022-01-08 08:30:00,997.0905,80.88111,29.20222,0
"355",2022-01-08 09:00:00,996.9474,80.13667,29.21333,0
"356",2022-01-08 09:30:00,997.0124,78.57001,29.41334,0
"357",2022-01-08 10:00:00,997.015,75.68223,29.7989,0
"358",2022-01-08 10:30:00,996.9133,75.31999,29.90554,0
"359",2022-01-08 11:00:00,996.7806,74.63887,30.05112,0
"360",2022-01-08 11:30:00,996.5712,71.47222,30.43001,0
"361",2022-01-08 12:00:00,996.3399,68.36113,30.49,0
"362",2022-01-08 12:30:00,996.1333,67.77443,30.7289,0
"363",2022-01-08 13:00:00,995.856,67.51109,30.51002,0
"364",2022-01-08 13:30:00,995.6355,66.36778,30.37889,0
"365",2022-01-08 14:00:00,995.1411,68.98447,30.36001,0
"366",2022-01-08 14:30:00,994.8414,71.04777,30.39334,0
"367",2022-01-08 15:00:00,994.5708,72.85,30.12887,0
"368",2022-01-08 15:30:00,994.2576,73.39223,30.2111,0
"369",2022-01-08 16:00:00,994.0804,74.40668,29.98333,0
"370",2022-01-08 16:30:00,994.3303,77.62779,29.59224,0
"371",2022-01-08 17:00:00,994.6934,77.91222,29.40778,0
"372",2022-01-08 17:30:00,995.2442,79.57554,29.21331,0
"373",2022-01-08 18:00:00,995.667,79.71774,29.15446,0
"374",2022-01-08 18:30:00,995.9722,81.70557,29.05108,0
"375",2022-01-08 19:00:00,996.1295,81.94449,28.85335,0
"376",2022-01-08 19:30:00,996.2904,82.41784,28.61443,0
"377",2022-01-08 20:00:00,996.6879,83.57558,28.35,0
"378",2022-01-08 20:30:00,997.1784,83.78221,28.24558,0
"379",2022-01-08 21:00:00,997.3831,83.1844,28.19666,0
"380",2022-01-08 21:30:00,997.6604,82.58332,28.29557,0
"381",2022-01-08 22:00:00,997.9008,83.04442,28.17778,0
"382",2022-01-08 22:30:00,998.0712,82.21776,28.32003,0
"383",2022-01-08 23:00:00,998.0654,82.27561,28.21,0
"384",2022-01-08 23:30:00,997.8725,82.64335,28.11889,0
"385",2022-01-09 00:00:00,997.5502,82.28675,28.05889,0
"386",2022-01-09 00:30:00,997.2701,81.76662,28.01444,0
"387",2022-01-09 01:00:00,996.9122,81.51332,28.02111,0
"388",2022-01-09 01:30:00,996.573,81.10777,27.84,0
"389",2022-01-09 02:00:00,996.2981,81.12446,27.68553,0.0115
"390",2022-01-09 02:30:00,995.9498,81.79114,28.04556,0
"391",2022-01-09 03:00:00,995.8953,81.91785,28.02776,0
"392",2022-01-09 03:30:00,995.7545,81.69227,27.97333,0
"393",2022-01-09 04:00:00,995.7795,81.7545,27.68999,0
"394",2022-01-09 04:30:00,996.0546,81.72891,27.97332,0.046
"395",2022-01-09 05:00:00,996.0371,81.32222,27.91111,0
"396",2022-01-09 05:30:00,996.1731,81.66,27.90002,0
"397",2022-01-09 06:00:00,996.3811,82.23557,27.76555,0
"398",2022-01-09 06:30:00,996.9356,81.86334,27.82111,0
"399",2022-01-09 07:00:00,997.3777,81.08662,27.92667,0
"400",2022-01-09 07:30:00,997.6656,81.28449,28.04222,0
"401",2022-01-09 08:00:00,997.9386,80.25999,28.35888,0
"402",2022-01-09 08:30:00,998.0743,79.79223,28.6311,0
"403",2022-01-09 09:00:00,998.2117,78.65887,28.92889,0
"404",2022-01-09 09:30:00,998.1679,77.57444,29.18777,0
"405",2022-01-09 10:00:00,998.2906,84.92777,27.74666,6.5550023
"406",2022-01-09 10:30:00,998.1416,92.4378,26.73223,0.023
"407",2022-01-09 11:00:00,998.0598,85.92222,27.69777,0
"408",2022-01-09 11:30:00,997.8787,77.50331,27.97445,0
"409",2022-01-09 12:00:00,997.6796,75.98999,28.60002,0
"410",2022-01-09 12:30:00,997.2505,78.04664,28.97778,0
"411",2022-01-09 13:00:00,997.0824,77.82667,28.85999,0
"412",2022-01-09 13:30:00,997.1361,83.80446,27.80667,7.3025
"413",2022-01-09 14:00:00,997.2407,94.21336,24.87779,5.3130023
"414",2022-01-09 14:30:00,996.7397,92.98666,26.01667,0
"415",2022-01-09 15:00:00,996.1454,87.04886,27.08001,0
"416",2022-01-09 15:30:00,995.8018,84.11781,27.56334,0
"417",2022-01-09 16:00:00,995.4798,83.08111,27.58667,0
"418",2022-01-09 16:30:00,995.2208,83.05109,27.67776,0.0115
"419",2022-01-09 17:00:00,995.3634,85.44663,27.45667,0
"420",2022-01-09 17:30:00,995.6486,84.73557,27.5822,0.0115
"421",2022-01-09 18:00:00,996.104,85.30221,27.55334,0
